max_len is 100
Real episode: ep_ret: -775.2492885231823, ep_cost: 37, ep_len: 100
Real episode: ep_ret: -900.4627011632742, ep_cost: 43, ep_len: 100
Real episode: ep_ret: -1070.4565357723277, ep_cost: 51, ep_len: 100
Real episode: ep_ret: -1329.5771545694918, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1136.0329775942612, ep_cost: 54, ep_len: 100
Real episode: ep_ret: -923.958138402371, ep_cost: 44, ep_len: 100
Real episode: ep_ret: -816.0752234860596, ep_cost: 39, ep_len: 100
Real episode: ep_ret: -1329.2133709712266, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1330.157394122177, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1330.1072366264277, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1008.7544782932953, ep_cost: 48, ep_len: 100
Real episode: ep_ret: -1286.096218903087, ep_cost: 61, ep_len: 100
Real episode: ep_ret: -838.6903963692843, ep_cost: 40, ep_len: 100
Real episode: ep_ret: -1050.592178145055, ep_cost: 50, ep_len: 100
Real episode: ep_ret: -922.4071956338315, ep_cost: 44, ep_len: 100
Real episode: ep_ret: -1071.8997137294637, ep_cost: 51, ep_len: 100
Real episode: ep_ret: -795.785447744153, ep_cost: 38, ep_len: 100
Real episode: ep_ret: -397.5421647990726, ep_cost: 19, ep_len: 100
Real episode: ep_ret: -458.8128257545055, ep_cost: 22, ep_len: 100
Real episode: ep_ret: -988.3620083506003, ep_cost: 47, ep_len: 100
Real episode: ep_ret: -1115.5213010740613, ep_cost: 53, ep_len: 100
Real episode: ep_ret: -922.3064199046515, ep_cost: 44, ep_len: 100
Real episode: ep_ret: -440.21576756172436, ep_cost: 21, ep_len: 100
Real episode: ep_ret: -1073.0688099117183, ep_cost: 51, ep_len: 100
Real episode: ep_ret: -901.810034740949, ep_cost: 43, ep_len: 100
Real episode: ep_ret: -1350.8874403146692, ep_cost: 64, ep_len: 100
Real episode: ep_ret: -1072.1172578085425, ep_cost: 51, ep_len: 100
Real episode: ep_ret: -1222.3197255898854, ep_cost: 58, ep_len: 100
Real episode: ep_ret: -627.0683744708267, ep_cost: 30, ep_len: 100
Real episode: ep_ret: -1308.021418270142, ep_cost: 62, ep_len: 100
Real episode: ep_ret: -1050.5427271912263, ep_cost: 50, ep_len: 100
Real episode: ep_ret: -1179.3974682324579, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -1051.4437318276393, ep_cost: 50, ep_len: 100
Real episode: ep_ret: -397.1349390989993, ep_cost: 19, ep_len: 100
Real episode: ep_ret: -753.5492284220886, ep_cost: 36, ep_len: 100
Real episode: ep_ret: -1135.7752940094053, ep_cost: 54, ep_len: 100
Real episode: ep_ret: -670.1906621124019, ep_cost: 32, ep_len: 100
Real episode: ep_ret: -1307.4078788869901, ep_cost: 62, ep_len: 100
Real episode: ep_ret: -942.4317794655797, ep_cost: 45, ep_len: 100
Real episode: ep_ret: -1350.9211823260791, ep_cost: 64, ep_len: 100
Real episode: ep_ret: -568.2127516885072, ep_cost: 27, ep_len: 100
Real episode: ep_ret: -668.7064114283444, ep_cost: 32, ep_len: 100
Real episode: ep_ret: -944.7927659734762, ep_cost: 45, ep_len: 100
Real episode: ep_ret: -1328.9876148246503, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1200.9646490714304, ep_cost: 57, ep_len: 100
Real episode: ep_ret: -753.660126191849, ep_cost: 36, ep_len: 100
Real episode: ep_ret: -398.78747586111024, ep_cost: 19, ep_len: 100
Real episode: ep_ret: -985.7833203941631, ep_cost: 47, ep_len: 100
Real episode: ep_ret: -1092.7179767946373, ep_cost: 52, ep_len: 100
Real episode: ep_ret: -986.7634422670337, ep_cost: 47, ep_len: 100
Real episode: ep_ret: -901.6027834416566, ep_cost: 43, ep_len: 100
Real episode: ep_ret: -986.1910160092305, ep_cost: 47, ep_len: 100
Real episode: ep_ret: -1329.747462288337, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1200.3744001223026, ep_cost: 57, ep_len: 100
Real episode: ep_ret: -1114.9045000210267, ep_cost: 53, ep_len: 100
Real episode: ep_ret: -1114.297266346504, ep_cost: 53, ep_len: 100
Real episode: ep_ret: -944.6478445799464, ep_cost: 45, ep_len: 100
Real episode: ep_ret: -881.8394088301332, ep_cost: 42, ep_len: 100
Real episode: ep_ret: -1264.2475200974663, ep_cost: 60, ep_len: 100
Real episode: ep_ret: -1178.8395767826898, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -1136.2334778481122, ep_cost: 54, ep_len: 100
Real episode: ep_ret: -1394.3202530722472, ep_cost: 66, ep_len: 100
Real episode: ep_ret: -1093.1573045554076, ep_cost: 52, ep_len: 100
Real episode: ep_ret: -1178.6868534030282, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -1373.5463356977586, ep_cost: 65, ep_len: 100
Real episode: ep_ret: -1179.150395380258, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -943.8662963066326, ep_cost: 45, ep_len: 100
Real episode: ep_ret: -1329.4548004129379, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -966.9003489657034, ep_cost: 46, ep_len: 100
Real episode: ep_ret: -795.1320025701394, ep_cost: 38, ep_len: 100
Real episode: ep_ret: -1179.4500853484503, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -965.9006486214773, ep_cost: 46, ep_len: 100
Real episode: ep_ret: -1329.1523201129207, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -1093.6268622719099, ep_cost: 52, ep_len: 100
Real episode: ep_ret: -1072.4313604503343, ep_cost: 51, ep_len: 100
Real episode: ep_ret: -1201.6532347955915, ep_cost: 57, ep_len: 100
Real episode: ep_ret: -1351.9116998895818, ep_cost: 64, ep_len: 100
Real episode: ep_ret: -944.6945792831898, ep_cost: 45, ep_len: 100
Real episode: ep_ret: -922.54703640797, ep_cost: 44, ep_len: 100
Real episode: ep_ret: -211.25324636922176, ep_cost: 10, ep_len: 100
Real episode: ep_ret: -1287.5334536838432, ep_cost: 61, ep_len: 100
Real episode: ep_ret: -1051.4639949965897, ep_cost: 50, ep_len: 100
Real episode: ep_ret: -668.3537895008549, ep_cost: 32, ep_len: 100
Real episode: ep_ret: -902.3889498510761, ep_cost: 43, ep_len: 100
Real episode: ep_ret: -839.7212842943385, ep_cost: 40, ep_len: 100
Real episode: ep_ret: -1158.0241044891384, ep_cost: 55, ep_len: 100
Real episode: ep_ret: -1072.5702732022737, ep_cost: 51, ep_len: 100
Real episode: ep_ret: -1136.431551589314, ep_cost: 54, ep_len: 100
Real episode: ep_ret: -839.2970331017866, ep_cost: 40, ep_len: 100
Real episode: ep_ret: -795.8735480689829, ep_cost: 38, ep_len: 100
Real episode: ep_ret: -1178.930623447221, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -1115.2113354330702, ep_cost: 53, ep_len: 100
Real episode: ep_ret: -1200.6604145035574, ep_cost: 57, ep_len: 100
Real episode: ep_ret: -838.0222112696537, ep_cost: 40, ep_len: 100
Real episode: ep_ret: -754.6133821803953, ep_cost: 36, ep_len: 100
Real episode: ep_ret: -1114.0815326113086, ep_cost: 53, ep_len: 100
Real episode: ep_ret: -1179.1716516320325, ep_cost: 56, ep_len: 100
Real episode: ep_ret: -901.4777291572335, ep_cost: 43, ep_len: 100
Real episode: ep_ret: -295.3421756165597, ep_cost: 14, ep_len: 100
Real episode: ep_ret: -1159.3296049898925, ep_cost: 55, ep_len: 100
Simulated episode: ep_ret: -481.7942504503469, ep_cost: 23, ep_len: 100
Simulated episode: ep_ret: -1070.3171911264046, ep_cost: 51, ep_len: 100
Simulated episode: ep_ret: -670.2408651284387, ep_cost: 32, ep_len: 100
Simulated episode: ep_ret: -1266.2474537372389, ep_cost: 60, ep_len: 100
Simulated episode: ep_ret: -964.4642046517281, ep_cost: 46, ep_len: 100
Simulated episode: ep_ret: -900.651670408865, ep_cost: 43, ep_len: 100
Simulated episode: ep_ret: -606.2690840722246, ep_cost: 29, ep_len: 100
Simulated episode: ep_ret: -356.79495436593743, ep_cost: 17, ep_len: 100
Simulated episode: ep_ret: -943.9166815062895, ep_cost: 45, ep_len: 100
Simulated episode: ep_ret: -816.249904530718, ep_cost: 39, ep_len: 100
Simulated episode: ep_ret: -1137.2096852326792, ep_cost: 54, ep_len: 100
Simulated episode: ep_ret: -1157.3631723472931, ep_cost: 55, ep_len: 100
Simulated episode: ep_ret: -1005.2580043938773, ep_cost: 48, ep_len: 100
Simulated episode: ep_ret: -1238.9945071935167, ep_cost: 59, ep_len: 100
Simulated episode: ep_ret: -772.7186176103049, ep_cost: 37, ep_len: 100
Simulated episode: ep_ret: -1157.3087598398424, ep_cost: 55, ep_len: 100
Simulated episode: ep_ret: -712.2300598091983, ep_cost: 34, ep_len: 100
Simulated episode: ep_ret: -1220.6454638073797, ep_cost: 58, ep_len: 100
Simulated episode: ep_ret: -1010.3010244250969, ep_cost: 48, ep_len: 100
Simulated episode: ep_ret: -881.5683556801634, ep_cost: 42, ep_len: 100
Simulated episode: ep_ret: -1027.8208852056891, ep_cost: 49, ep_len: 100
Simulated episode: ep_ret: -1156.0524284940554, ep_cost: 55, ep_len: 100
Simulated episode: ep_ret: -817.0092597047861, ep_cost: 39, ep_len: 100
Simulated episode: ep_ret: -1093.3107462074688, ep_cost: 52, ep_len: 100
Simulated episode: ep_ret: -1134.2281960033965, ep_cost: 54, ep_len: 100
Simulated episode: ep_ret: -1068.1750472589388, ep_cost: 51, ep_len: 100
Simulated episode: ep_ret: -946.0886726404085, ep_cost: 45, ep_len: 100
Simulated episode: ep_ret: -753.6645895589469, ep_cost: 36, ep_len: 100
Simulated episode: ep_ret: -1375.42225463403, ep_cost: 65, ep_len: 100
