max_len is 100
Real episode: ep_ret: -2069.9977641046517, ep_cost: 69, ep_len: 100
Real episode: ep_ret: -1349.8927229587784, ep_cost: 45, ep_len: 100
Real episode: ep_ret: -1439.938431340556, ep_cost: 48, ep_len: 100
Real episode: ep_ret: -1769.9811539068817, ep_cost: 59, ep_len: 100
Real episode: ep_ret: -1769.9757341041072, ep_cost: 59, ep_len: 100
Real episode: ep_ret: -2039.9179660035177, ep_cost: 68, ep_len: 100
Real episode: ep_ret: -2309.985746956756, ep_cost: 77, ep_len: 100
Real episode: ep_ret: -2009.825989079734, ep_cost: 67, ep_len: 100
Real episode: ep_ret: -1769.994850982533, ep_cost: 59, ep_len: 100
Real episode: ep_ret: -2129.9987275064304, ep_cost: 71, ep_len: 100
Real episode: ep_ret: -1919.96492903977, ep_cost: 64, ep_len: 100
Real episode: ep_ret: -1979.996736863306, ep_cost: 66, ep_len: 100
Real episode: ep_ret: -2069.986684503601, ep_cost: 69, ep_len: 100
Real episode: ep_ret: -2159.9878362992704, ep_cost: 72, ep_len: 100
Real episode: ep_ret: -1889.8749871143723, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -2099.997433462805, ep_cost: 70, ep_len: 100
Real episode: ep_ret: -2189.9822953713965, ep_cost: 73, ep_len: 100
Real episode: ep_ret: -1289.5262357843696, ep_cost: 43, ep_len: 100
Real episode: ep_ret: -329.89743539037045, ep_cost: 11, ep_len: 100
Real episode: ep_ret: -1919.9987818419108, ep_cost: 64, ep_len: 100
Real episode: ep_ret: -2009.999255028628, ep_cost: 67, ep_len: 100
Real episode: ep_ret: -2189.97126008523, ep_cost: 73, ep_len: 100
Real episode: ep_ret: -2129.9044762703516, ep_cost: 71, ep_len: 100
Real episode: ep_ret: -1769.8612345223414, ep_cost: 59, ep_len: 100
Real episode: ep_ret: -2039.987273527501, ep_cost: 68, ep_len: 100
Real episode: ep_ret: -2099.9797341574886, ep_cost: 70, ep_len: 100
Real episode: ep_ret: -2219.9974018376847, ep_cost: 74, ep_len: 100
Real episode: ep_ret: -2159.8548386005878, ep_cost: 72, ep_len: 100
Real episode: ep_ret: -2129.9688295337296, ep_cost: 71, ep_len: 100
Real episode: ep_ret: -1889.9899599478508, ep_cost: 63, ep_len: 100
Real episode: ep_ret: -2129.9900573801697, ep_cost: 71, ep_len: 100
Real episode: ep_ret: -869.6874326701317, ep_cost: 29, ep_len: 100
