max_len is 100
Real episode: ep_ret: -291.2027613806288, ep_cost: 20, ep_len: 100
Real episode: ep_ret: -303.3561876774575, ep_cost: 21, ep_len: 100
Real episode: ep_ret: -258.69481017174996, ep_cost: 16, ep_len: 100
Real episode: ep_ret: -141.31720063984451, ep_cost: 6, ep_len: 100
Real episode: ep_ret: -155.33335019932224, ep_cost: 7, ep_len: 100
Real episode: ep_ret: -252.19082327375477, ep_cost: 16, ep_len: 100
Real episode: ep_ret: -162.60102691666296, ep_cost: 6, ep_len: 100
Real episode: ep_ret: -328.42004493430835, ep_cost: 24, ep_len: 100
Real episode: ep_ret: -131.58012745252543, ep_cost: 3, ep_len: 100
Real episode: ep_ret: -384.5928884662597, ep_cost: 30, ep_len: 100
Real episode: ep_ret: -246.0058306620965, ep_cost: 15, ep_len: 100
Real episode: ep_ret: -163.10272184406244, ep_cost: 6, ep_len: 100
Real episode: ep_ret: -413.050901359433, ep_cost: 34, ep_len: 100
Real episode: ep_ret: -131.3198381223595, ep_cost: 5, ep_len: 100
Real episode: ep_ret: -300.31970582157044, ep_cost: 22, ep_len: 100
Real episode: ep_ret: -346.91512134652976, ep_cost: 27, ep_len: 100
Real episode: ep_ret: -317.5864527330898, ep_cost: 24, ep_len: 100
Real episode: ep_ret: -263.15772331840117, ep_cost: 17, ep_len: 100
Real episode: ep_ret: -288.99814576731757, ep_cost: 20, ep_len: 100
Real episode: ep_ret: -253.7853512044942, ep_cost: 16, ep_len: 100
Real episode: ep_ret: -299.7002960094294, ep_cost: 21, ep_len: 100
Real episode: ep_ret: -93.93544398623047, ep_cost: 0, ep_len: 100
Real episode: ep_ret: -113.82106026136354, ep_cost: 2, ep_len: 100
Real episode: ep_ret: -261.9463476367615, ep_cost: 17, ep_len: 100
Real episode: ep_ret: -295.52328273942453, ep_cost: 20, ep_len: 100
Real episode: ep_ret: -247.8714638881004, ep_cost: 15, ep_len: 100
Real episode: ep_ret: -240.17700067133956, ep_cost: 14, ep_len: 100
