max_len is 300
Real episode: ep_ret: -1307.0321069003821, ep_cost: 133, ep_len: 300
Real episode: ep_ret: -1753.8818745164947, ep_cost: 161, ep_len: 300
Real episode: ep_ret: -1767.8286643589997, ep_cost: 160, ep_len: 300
Real episode: ep_ret: -2076.832181187372, ep_cost: 183, ep_len: 300
Real episode: ep_ret: -1581.485245370963, ep_cost: 150, ep_len: 300
Real episode: ep_ret: -2005.6327274244668, ep_cost: 181, ep_len: 300
Real episode: ep_ret: -1857.9347553799946, ep_cost: 167, ep_len: 300
Real episode: ep_ret: -2013.5752089325642, ep_cost: 178, ep_len: 300
Real episode: ep_ret: -1652.0369064374725, ep_cost: 152, ep_len: 300
Real episode: ep_ret: -1849.7720477332082, ep_cost: 171, ep_len: 300
Real episode: ep_ret: -1865.3316256400692, ep_cost: 164, ep_len: 300
Real episode: ep_ret: -116.97377982464823, ep_cost: 38, ep_len: 300
Real episode: ep_ret: -1504.687640665909, ep_cost: 142, ep_len: 300
Real episode: ep_ret: -2019.2885867328928, ep_cost: 181, ep_len: 300
Real episode: ep_ret: -1955.1133027413337, ep_cost: 170, ep_len: 300
Real episode: ep_ret: -2000.7905511399208, ep_cost: 180, ep_len: 300
Real episode: ep_ret: -1792.1689869327847, ep_cost: 164, ep_len: 300
Real episode: ep_ret: -2081.378515435639, ep_cost: 179, ep_len: 300
Real episode: ep_ret: -1676.491947658194, ep_cost: 154, ep_len: 300
Real episode: ep_ret: -1590.5574142810792, ep_cost: 149, ep_len: 300
Real episode: ep_ret: -2122.696443499864, ep_cost: 185, ep_len: 300
Real episode: ep_ret: -2111.464603832325, ep_cost: 181, ep_len: 300
Real episode: ep_ret: -1011.500380848618, ep_cost: 112, ep_len: 300
Real episode: ep_ret: -1944.2113795221048, ep_cost: 167, ep_len: 300
Real episode: ep_ret: -1787.1577603635767, ep_cost: 165, ep_len: 300
Real episode: ep_ret: -1343.742131868946, ep_cost: 131, ep_len: 300
Real episode: ep_ret: -2385.9287517450734, ep_cost: 200, ep_len: 300
Real episode: ep_ret: -1969.2924205017027, ep_cost: 174, ep_len: 300
Real episode: ep_ret: -1846.269962028457, ep_cost: 168, ep_len: 300
Real episode: ep_ret: -1214.306194720073, ep_cost: 128, ep_len: 300
Real episode: ep_ret: -1835.0323588805109, ep_cost: 169, ep_len: 300
Real episode: ep_ret: -1559.1335523853395, ep_cost: 150, ep_len: 300
Real episode: ep_ret: -2000.993503944205, ep_cost: 181, ep_len: 300
Simulated episode: ep_ret: 360.7869585580239, ep_cost: 1, ep_len: 300
Simulated episode: ep_ret: -1387.6315636547995, ep_cost: 142, ep_len: 300
Simulated episode: ep_ret: -651.523252761807, ep_cost: 86, ep_len: 300
Simulated episode: ep_ret: -1393.5692169736406, ep_cost: 149, ep_len: 300
Simulated episode: ep_ret: -1145.2499640210478, ep_cost: 131, ep_len: 300
Simulated episode: ep_ret: 205.12623521726778, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -864.106807026911, ep_cost: 103, ep_len: 300
Simulated episode: ep_ret: -448.45587501284854, ep_cost: 72, ep_len: 300
Simulated episode: ep_ret: -1471.5340268898183, ep_cost: 151, ep_len: 300
Simulated episode: ep_ret: -595.6704921255708, ep_cost: 84, ep_len: 300
Simulated episode: ep_ret: -1933.9912561648273, ep_cost: 178, ep_len: 300
Simulated episode: ep_ret: -451.4517397790681, ep_cost: 74, ep_len: 300
Simulated episode: ep_ret: -993.0688642375476, ep_cost: 115, ep_len: 300
Simulated episode: ep_ret: -1302.9343712474702, ep_cost: 138, ep_len: 300
Simulated episode: ep_ret: 191.78632897873337, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1632.8074563033488, ep_cost: 162, ep_len: 300
Simulated episode: ep_ret: -763.9178870684929, ep_cost: 99, ep_len: 300
Simulated episode: ep_ret: 295.2884890590813, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -914.6895325132336, ep_cost: 108, ep_len: 300
Simulated episode: ep_ret: -1853.665395214717, ep_cost: 173, ep_len: 300
Simulated episode: ep_ret: 85.35152368435845, ep_cost: 25, ep_len: 300
Simulated episode: ep_ret: 326.0093517053523, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 229.46754171531978, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1579.8108296729108, ep_cost: 158, ep_len: 300
Simulated episode: ep_ret: -388.15063229240786, ep_cost: 68, ep_len: 300
Simulated episode: ep_ret: -1089.7150533755548, ep_cost: 125, ep_len: 300
Simulated episode: ep_ret: 481.64251749287956, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -2113.291083460349, ep_cost: 195, ep_len: 300
Simulated episode: ep_ret: -1557.7558101458885, ep_cost: 155, ep_len: 300
Simulated episode: ep_ret: -999.8333935248368, ep_cost: 114, ep_len: 300
Simulated episode: ep_ret: -827.2427840733288, ep_cost: 101, ep_len: 300
Simulated episode: ep_ret: -794.6299681782118, ep_cost: 102, ep_len: 300
Simulated episode: ep_ret: -2054.9095743784765, ep_cost: 187, ep_len: 300
Simulated episode: ep_ret: -107.31425821630789, ep_cost: 42, ep_len: 300
Simulated episode: ep_ret: -1359.4117151313146, ep_cost: 138, ep_len: 300
Simulated episode: ep_ret: -270.61298853484504, ep_cost: 55, ep_len: 300
Simulated episode: ep_ret: -314.9739591334619, ep_cost: 58, ep_len: 300
Simulated episode: ep_ret: 365.583149298859, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 51.53629408567257, ep_cost: 28, ep_len: 300
Simulated episode: ep_ret: -1719.3952346772055, ep_cost: 170, ep_len: 300
Simulated episode: ep_ret: 284.10485974882255, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 327.80426033727485, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1623.695205239977, ep_cost: 164, ep_len: 300
Simulated episode: ep_ret: -1596.7527515285497, ep_cost: 158, ep_len: 300
Simulated episode: ep_ret: -622.4679276267643, ep_cost: 85, ep_len: 300
Simulated episode: ep_ret: 279.57382622718865, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1665.620059216764, ep_cost: 164, ep_len: 300
Simulated episode: ep_ret: 291.8324894372553, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 190.04845247427664, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1800.5127076042238, ep_cost: 174, ep_len: 300
Simulated episode: ep_ret: 212.2263074665097, ep_cost: 11, ep_len: 300
Simulated episode: ep_ret: 46.079918047630215, ep_cost: 32, ep_len: 300
Simulated episode: ep_ret: -1163.0776622090111, ep_cost: 125, ep_len: 300
Simulated episode: ep_ret: -1281.023519872425, ep_cost: 136, ep_len: 300
Simulated episode: ep_ret: 223.46661421281442, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 251.68700913966399, ep_cost: 12, ep_len: 300
Simulated episode: ep_ret: -1460.5705069533499, ep_cost: 147, ep_len: 300
Simulated episode: ep_ret: 395.82113584571994, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1404.2581539102468, ep_cost: 150, ep_len: 300
Simulated episode: ep_ret: -1422.2642481502905, ep_cost: 144, ep_len: 300
Simulated episode: ep_ret: 288.8639170084448, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -372.6679109202885, ep_cost: 65, ep_len: 300
Simulated episode: ep_ret: -1788.5935749516818, ep_cost: 170, ep_len: 300
Simulated episode: ep_ret: -907.1674874966668, ep_cost: 108, ep_len: 300
Simulated episode: ep_ret: -2228.3890009492393, ep_cost: 202, ep_len: 300
Simulated episode: ep_ret: -126.98121875511312, ep_cost: 45, ep_len: 300
Simulated episode: ep_ret: -428.6471219897558, ep_cost: 72, ep_len: 300
