max_len is 200
Real episode: ep_ret: -4422.247608179522, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3619.7782902386857, ep_cost: 15, ep_len: 200
Real episode: ep_ret: -3431.208911328562, ep_cost: 27, ep_len: 200
Real episode: ep_ret: -3609.6472147491186, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3799.585324497238, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3270.4622077300387, ep_cost: 15, ep_len: 200
Real episode: ep_ret: -3700.4830745031068, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3455.5446910241026, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3094.004444637404, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3312.235242617622, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3256.892001799908, ep_cost: 12, ep_len: 200
Real episode: ep_ret: -3490.2891586124174, ep_cost: 26, ep_len: 200
Real episode: ep_ret: -3122.6127105371934, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3934.5359119924615, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3357.435585622286, ep_cost: 11, ep_len: 200
Real episode: ep_ret: -3704.090308317466, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3345.89120299446, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3712.4725609954094, ep_cost: 15, ep_len: 200
Real episode: ep_ret: -3413.2627066868695, ep_cost: 22, ep_len: 200
Real episode: ep_ret: -3068.6659934982495, ep_cost: 5, ep_len: 200
Real episode: ep_ret: -4098.154436011893, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3488.0446597728733, ep_cost: 27, ep_len: 200
Real episode: ep_ret: -3583.0100129212506, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3055.734997145155, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3414.844978027328, ep_cost: 13, ep_len: 200
Real episode: ep_ret: -3140.231969178534, ep_cost: 16, ep_len: 200
Real episode: ep_ret: -4802.252355807318, ep_cost: 37, ep_len: 200
Real episode: ep_ret: -3061.310501563409, ep_cost: 6, ep_len: 200
Real episode: ep_ret: -3294.984907304151, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3497.1135281718252, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3168.7267677863506, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3379.9925379593337, ep_cost: 26, ep_len: 200
Real episode: ep_ret: -3209.256861042843, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4618.352610310409, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3152.8749525169173, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3762.462508956171, ep_cost: 28, ep_len: 200
Real episode: ep_ret: -3644.6849874235695, ep_cost: 8, ep_len: 200
Real episode: ep_ret: -3117.032014845209, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3296.983569768466, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3219.7343066359035, ep_cost: 6, ep_len: 200
Real episode: ep_ret: -2887.156304742862, ep_cost: 4, ep_len: 200
Real episode: ep_ret: -3475.7554595102, ep_cost: 30, ep_len: 200
Real episode: ep_ret: -3037.9655480267493, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3247.216218238619, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3939.948637634647, ep_cost: 8, ep_len: 200
Real episode: ep_ret: -3179.4189337859625, ep_cost: 13, ep_len: 200
Real episode: ep_ret: -3302.9198698297714, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3463.0632399442866, ep_cost: 7, ep_len: 200
Real episode: ep_ret: -3275.2814192849664, ep_cost: 19, ep_len: 200
Real episode: ep_ret: -3645.108618081416, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3217.0274696552524, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3516.180491515568, ep_cost: 25, ep_len: 200
Simulated episode: ep_ret: -3200.9309902886594, ep_cost: 3, ep_len: 200
Simulated episode: ep_ret: -3481.3997302389967, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -3839.945084707076, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3004.0425525071355, ep_cost: 10, ep_len: 200
Simulated episode: ep_ret: -4670.9348144063515, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3154.6615894761703, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3351.3184120111637, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3241.2611477818537, ep_cost: 23, ep_len: 200
Simulated episode: ep_ret: -2875.4965702708582, ep_cost: 8, ep_len: 200
Simulated episode: ep_ret: -3347.345944841017, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3752.086542376153, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3577.309840874931, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4096.74740941099, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3239.053874059894, ep_cost: 13, ep_len: 200
Simulated episode: ep_ret: -3744.3796949951025, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3553.010534036672, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3947.524320323715, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4003.8939907518547, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3199.73412760457, ep_cost: 3, ep_len: 200
Simulated episode: ep_ret: -3102.4726037507453, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3433.565253330187, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -3344.632902892087, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3108.0760011304055, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3191.065213511536, ep_cost: 13, ep_len: 200
Simulated episode: ep_ret: -3156.765455443173, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3167.265954198974, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3271.269725294623, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2991.973442438699, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3227.1548121092455, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4112.925836737632, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3026.85805263985, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3065.7742508172296, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -3279.394051095006, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3366.42186219724, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3094.913219357938, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3552.3273503412984, ep_cost: 33, ep_len: 200
Simulated episode: ep_ret: -2585.3555900755723, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3358.674656146182, ep_cost: 33, ep_len: 200
Simulated episode: ep_ret: -3304.861182523769, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3425.8490356185207, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3213.9534423288155, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3447.9869350038143, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3011.9711304299312, ep_cost: 5, ep_len: 200
Simulated episode: ep_ret: -3449.67911527171, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3423.5234137875523, ep_cost: 13, ep_len: 200
Simulated episode: ep_ret: -3237.3938348856623, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3294.371630148442, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3582.6277433550113, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3177.2464989801374, ep_cost: 9, ep_len: 200
Simulated episode: ep_ret: -3215.516892075236, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3654.693049895884, ep_cost: 31, ep_len: 200
Simulated episode: ep_ret: -3268.9195227955897, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3805.6175891720773, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2887.6046840919676, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3464.5001276102444, ep_cost: 26, ep_len: 200
Simulated episode: ep_ret: -2948.7734250996564, ep_cost: 13, ep_len: 200
Simulated episode: ep_ret: -3130.1831899011995, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3377.714045468372, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3213.4807527388148, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3071.0229384002787, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3240.0507329890847, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3255.562090698045, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3126.56022091915, ep_cost: 16, ep_len: 200
Simulated episode: ep_ret: -3284.706790352115, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3113.2346965055153, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3526.653477138402, ep_cost: 26, ep_len: 200
Simulated episode: ep_ret: -3224.619685069448, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3313.589811232888, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -3257.0396355825565, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3063.805822305238, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2962.4692696711295, ep_cost: 11, ep_len: 200
Simulated episode: ep_ret: -2857.317532157798, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3170.2968172850365, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3918.25164827993, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3367.7249761245653, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2929.639889467882, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3603.2311683027033, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3257.338201160751, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3502.5461574937435, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3062.3888011769523, ep_cost: 22, ep_len: 200
Simulated episode: ep_ret: -2900.5188478041723, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3014.466714756273, ep_cost: 4, ep_len: 200
Simulated episode: ep_ret: -3148.032652789096, ep_cost: 9, ep_len: 200
Simulated episode: ep_ret: -3321.320045070914, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3632.1111974186583, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3434.6451545217706, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3765.435514592395, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3706.7835131526845, ep_cost: 28, ep_len: 200
Simulated episode: ep_ret: -4160.189048993119, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3326.320946331989, ep_cost: 15, ep_len: 200
Simulated episode: ep_ret: -3191.361053110077, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3735.400483396092, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -3076.3381992289283, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -3344.5831292939315, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -2738.6481882119892, ep_cost: 1, ep_len: 200
Simulated episode: ep_ret: -4422.946564592504, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3080.5390792533653, ep_cost: 5, ep_len: 200
Simulated episode: ep_ret: -3172.399136758254, ep_cost: 17, ep_len: 200
Simulated episode: ep_ret: -3152.2267673129913, ep_cost: 23, ep_len: 200
Simulated episode: ep_ret: -3668.641835917571, ep_cost: 11, ep_len: 200
Simulated episode: ep_ret: -3226.033985207377, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3220.860362997391, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2987.2676947942487, ep_cost: 8, ep_len: 200
Simulated episode: ep_ret: -3216.3568930000106, ep_cost: 13, ep_len: 200
Simulated episode: ep_ret: -4764.74169855922, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3131.2186062620403, ep_cost: 31, ep_len: 200
Simulated episode: ep_ret: -3370.909948725936, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -3301.8710282557104, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2996.519962499848, ep_cost: 10, ep_len: 200
Simulated episode: ep_ret: -3976.4957694872974, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4110.332223717267, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3300.746567255477, ep_cost: 28, ep_len: 200
Simulated episode: ep_ret: -3674.4847587188547, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3092.47209149766, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4203.883579652043, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3419.113472277026, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3062.7969775219367, ep_cost: 14, ep_len: 200
Simulated episode: ep_ret: -3787.6157295018324, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2942.3587984671003, ep_cost: 4, ep_len: 200
Simulated episode: ep_ret: -3712.5363393777275, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4945.288581246559, ep_cost: 0, ep_len: 200
