max_len is 200
Real episode: ep_ret: -3649.4803725802767, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3364.2467978079553, ep_cost: 1, ep_len: 200
Real episode: ep_ret: -3510.6838839203797, ep_cost: 34, ep_len: 200
Real episode: ep_ret: -3532.1267525131666, ep_cost: 15, ep_len: 200
Real episode: ep_ret: -4045.768911656379, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3348.3352246181253, ep_cost: 26, ep_len: 200
Real episode: ep_ret: -3254.6906272713804, ep_cost: 15, ep_len: 200
Real episode: ep_ret: -4052.8025254885674, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4601.838383122038, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3321.309266802031, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4236.640187039485, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3645.119374209625, ep_cost: 32, ep_len: 200
Real episode: ep_ret: -3573.4859056504856, ep_cost: 29, ep_len: 200
Real episode: ep_ret: -3444.064713840221, ep_cost: 23, ep_len: 200
Real episode: ep_ret: -3310.5816814464374, ep_cost: 7, ep_len: 200
Real episode: ep_ret: -3714.92204872494, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3459.320498577231, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4548.05897123417, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3233.0472646654657, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2987.764480937913, ep_cost: 5, ep_len: 200
Real episode: ep_ret: -3270.5501162910664, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4137.397443986655, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3796.032744621286, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3962.1364370578026, ep_cost: 43, ep_len: 200
Real episode: ep_ret: -3416.916132680303, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3820.561562540623, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3458.3211278503572, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3319.655605538994, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5014.996072895798, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5674.0997629701415, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4178.634024461592, ep_cost: 43, ep_len: 200
Real episode: ep_ret: -4151.545310240992, ep_cost: 35, ep_len: 200
Real episode: ep_ret: -3818.019237784881, ep_cost: 20, ep_len: 200
Real episode: ep_ret: -4067.2890877968657, ep_cost: 47, ep_len: 200
Real episode: ep_ret: -4252.406305799813, ep_cost: 47, ep_len: 200
Real episode: ep_ret: -4347.032682907016, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3746.8995291477922, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3527.3550126222813, ep_cost: 22, ep_len: 200
Real episode: ep_ret: -3220.546331248488, ep_cost: 17, ep_len: 200
Real episode: ep_ret: -3429.5523566649845, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3917.908853615755, ep_cost: 4, ep_len: 200
Real episode: ep_ret: -3908.836854383435, ep_cost: 36, ep_len: 200
Real episode: ep_ret: -3564.734327758154, ep_cost: 28, ep_len: 200
Real episode: ep_ret: -5673.8753623477505, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3417.3635273753744, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4541.692027276149, ep_cost: 32, ep_len: 200
Real episode: ep_ret: -4020.4595101654954, ep_cost: 38, ep_len: 200
Real episode: ep_ret: -3560.7441884440373, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3420.999968134624, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3278.032125544852, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3322.7729027036694, ep_cost: 1, ep_len: 200
Simulated episode: ep_ret: -3065.9136373914544, ep_cost: 7, ep_len: 200
Simulated episode: ep_ret: -3208.978932093643, ep_cost: 13, ep_len: 200
