max_len is 200
Real episode: ep_ret: -4356.245781876161, ep_cost: 36, ep_len: 200
Real episode: ep_ret: -3989.0890946119152, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3442.8934908524966, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4395.520586612794, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2959.633926444084, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5045.657556380391, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4045.1535550152844, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4567.9256804918505, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4840.5397179113315, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3606.9672461277587, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4110.543347358196, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4228.578098429919, ep_cost: 2, ep_len: 200
Real episode: ep_ret: -4321.190158697787, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4097.91751093816, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4349.056528085605, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3975.9492858625954, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3353.787133600423, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4515.919869940628, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4081.8017294264564, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4946.250563357546, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4620.50307223654, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5450.779772043783, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4894.849037579318, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -6753.72876910844, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4701.248242519996, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4509.49656459743, ep_cost: 46, ep_len: 200
Real episode: ep_ret: -3800.745552236657, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4948.036187769509, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5087.037145515195, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5053.918035152853, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3854.4056292454147, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5451.091300556778, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4639.137099435971, ep_cost: 0, ep_len: 200
