max_len is 300
Real episode: ep_ret: -3599.0563007141536, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3491.469693398279, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3583.424784456698, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3590.537584668157, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3723.818427215319, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3315.892111090441, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3227.525553313242, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4316.865673559424, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3693.13580583641, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3837.5318360459664, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3811.473172504519, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4870.957679104942, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3544.3889593055264, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3694.6114931360694, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4499.916901889613, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4031.5087416708593, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4208.51191178849, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3869.739377072248, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4191.692420773789, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4635.739724133516, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3950.6350682891125, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3470.787542571048, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3777.205911788314, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5269.730910561462, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3261.6417443039354, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4664.739483283203, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3374.220799238932, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3752.5937890816685, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3080.576667291468, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3177.6281575795238, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4589.963396131407, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4293.502280549649, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3572.323266622743, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -3793.839089029122, ep_cost: 0, ep_len: 300
