max_len is 300
Real episode: ep_ret: -4128.243804049867, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3338.5345413280534, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5567.40111034593, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4420.361891414226, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4996.707445941217, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4632.851480537706, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4300.479868202687, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4790.220757132849, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5125.763851063088, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6342.948373128259, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4612.3121675496595, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5179.674510605173, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4802.926791060101, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5105.642893997033, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5817.820607300126, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4892.66147420085, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5592.7165724205815, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3527.2549469842565, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4521.991429775733, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5562.70437190561, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5324.323833157518, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5778.898574376984, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4594.73326479779, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3861.8148199690186, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5083.187028768501, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7110.046115615497, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3774.1084617465463, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3632.3067851964865, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4886.980649551369, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4629.625088135712, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4996.201626137922, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4606.2099787409015, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -3936.615661945579, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -4638.762361716488, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -4326.301356229151, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -3959.651126235763, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6585.725312179687, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5383.552368494547, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -4603.933625136064, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -3912.869137969911, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -3977.9527347343933, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5370.110894974778, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -4070.6467701173915, ep_cost: 0, ep_len: 300
