max_len is 300
Real episode: ep_ret: -6737.221551174183, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6140.507413494799, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7261.173237758817, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7863.031858963408, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6109.800821692878, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5730.070360823253, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5896.483875723708, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5484.6493175469, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5233.11938428626, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5973.371735206238, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5200.613274813189, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6826.969104092679, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6249.021181526521, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5311.989577089335, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5302.08088034575, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5474.924512906516, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7635.46504198765, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5993.046118811977, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5709.835645193568, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5883.725633881101, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6336.076922055873, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5295.281656518264, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7899.173752229466, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6579.6997093346035, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6010.173509612086, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -5858.376669614193, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6750.28139372535, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4985.389900922847, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7501.631482181319, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -8494.217988027429, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -4682.1455166616015, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -6329.250209643287, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -7149.525220285351, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5625.246155840097, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -7100.448913409855, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6632.962629633236, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6611.888798058475, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -8226.956597937004, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -7232.665778597742, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6070.730752852131, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5375.594372668703, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -4155.771964740092, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -4330.111612449676, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6808.251707200623, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6781.917696790152, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5718.486863223739, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6460.566389653598, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5399.512355661605, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -8452.413501448607, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6075.268454051126, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5689.7476266272615, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5534.450876228148, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5149.091673875397, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -7252.618074256802, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6552.6799043245255, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5898.8455450930705, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -9305.075724440618, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6371.6740627222525, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5242.064156929414, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6382.966657718131, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5301.563834054609, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5043.391463978444, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5916.410998091804, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -8337.472225593565, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6198.919891659848, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5024.627689570406, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5651.811425703698, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5460.220297151111, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5590.34355358061, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -8410.105084158551, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -7959.801727380027, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5819.838339848611, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6504.49272091056, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5285.330676121527, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5647.698441502477, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5309.2932497456, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -8324.601117500737, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -7158.9297713383585, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5367.369713356167, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5735.9298301792605, ep_cost: 0, ep_len: 300
