max_len is 200
Real episode: ep_ret: -3255.0264720022296, ep_cost: 40, ep_len: 200
Real episode: ep_ret: -2218.3267404307994, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2408.4807972070143, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3974.2707027166502, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2261.3773454852726, ep_cost: 45, ep_len: 200
Real episode: ep_ret: -4101.807801718161, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2967.6327729894606, ep_cost: 23, ep_len: 200
Real episode: ep_ret: -4014.99393335461, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3190.7544663568233, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2667.10275583939, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2929.950972823523, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3709.1217357426817, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2790.7897225849106, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3591.5175550818444, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3092.107545048699, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2681.3006708119565, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2553.190270169806, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3524.084514308415, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3098.285712789475, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4452.806346932817, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3584.7405724508353, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4092.7528913524748, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2830.1861108812227, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5829.553114051137, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4201.372924571779, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3135.9610713192274, ep_cost: 14, ep_len: 200
Real episode: ep_ret: -3075.2464744207227, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4018.268077495018, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3399.7670801324593, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3890.3977970196584, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3322.1646888888645, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4332.4426113819145, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4617.087100101331, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2770.160219996426, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3439.4095969626173, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3761.3304685240146, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3672.7373734140624, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4110.242455713479, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2632.357989801847, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2154.048354892742, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3112.851735641123, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2754.0454158186344, ep_cost: 7, ep_len: 200
Real episode: ep_ret: -2431.1661289851418, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3517.3500972644047, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2409.7431893447238, ep_cost: 20, ep_len: 200
Real episode: ep_ret: -3097.120681119851, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2221.837227842703, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2597.0331129985834, ep_cost: 32, ep_len: 200
Real episode: ep_ret: -2573.665554327918, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2658.0756984129753, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2607.5709136484224, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3323.3021418592425, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -5492.984601012598, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3096.2015790343053, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -6418.273991355985, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4651.9579528212, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3311.311228970691, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3358.590591462444, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3378.860657541852, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3743.784365852899, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2817.680235377953, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2754.0088974895275, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4447.226668536827, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2752.260465260357, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4323.335647635518, ep_cost: 0, ep_len: 200
