max_len is 200
Real episode: ep_ret: -3182.492755929698, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2228.2117277048674, ep_cost: 13, ep_len: 200
Real episode: ep_ret: -2081.2516082714983, ep_cost: 7, ep_len: 200
Real episode: ep_ret: -2836.27712797547, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3035.9173143606563, ep_cost: 20, ep_len: 200
Real episode: ep_ret: -2266.8117558336335, ep_cost: 14, ep_len: 200
Real episode: ep_ret: -2670.7158328460373, ep_cost: 22, ep_len: 200
Real episode: ep_ret: -2747.070275847541, ep_cost: 21, ep_len: 200
Real episode: ep_ret: -1938.0363582368173, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2975.7668457231175, ep_cost: 20, ep_len: 200
Real episode: ep_ret: -1750.7831654199167, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2285.7466879277267, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1619.5500466856429, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3167.3318549676706, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2096.973462279146, ep_cost: 11, ep_len: 200
Real episode: ep_ret: -2764.4087064468818, ep_cost: 21, ep_len: 200
Real episode: ep_ret: -2362.5970929036143, ep_cost: 22, ep_len: 200
Real episode: ep_ret: -1657.6773899501434, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1759.8862515080145, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1876.845550177048, ep_cost: 6, ep_len: 200
Real episode: ep_ret: -2871.488792520108, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1913.0838928399448, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2984.6819804416014, ep_cost: 19, ep_len: 200
Real episode: ep_ret: -2359.5758113158454, ep_cost: 19, ep_len: 200
Real episode: ep_ret: -1583.9826622436028, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2330.941770080251, ep_cost: 18, ep_len: 200
Real episode: ep_ret: -2965.475021752869, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1711.4764382586238, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2585.5542277968234, ep_cost: 21, ep_len: 200
Real episode: ep_ret: -2615.973397198274, ep_cost: 21, ep_len: 200
Real episode: ep_ret: -2562.1788670379906, ep_cost: 19, ep_len: 200
Real episode: ep_ret: -1721.039586071928, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2309.718996798645, ep_cost: 17, ep_len: 200
Real episode: ep_ret: -4022.218901473736, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2376.879112514827, ep_cost: 18, ep_len: 200
Real episode: ep_ret: -2229.7398754757833, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1847.0239522833572, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2464.94784869581, ep_cost: 18, ep_len: 200
Real episode: ep_ret: -2499.759538111358, ep_cost: 22, ep_len: 200
Real episode: ep_ret: -1860.1402674079247, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1533.1140808511227, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1574.4520022820793, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2251.862786557603, ep_cost: 17, ep_len: 200
Real episode: ep_ret: -2224.598807861792, ep_cost: 19, ep_len: 200
Real episode: ep_ret: -1439.5505461054154, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2185.2890246010516, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2150.3109703225673, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2353.3293751784804, ep_cost: 5, ep_len: 200
Real episode: ep_ret: -1522.9837285167853, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2265.1844991398707, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3271.709984283127, ep_cost: 16, ep_len: 200
Simulated episode: ep_ret: -1920.8157224329734, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2640.148379459996, ep_cost: 20, ep_len: 200
Simulated episode: ep_ret: -1811.0664067330285, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3046.8881663442194, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -2437.3829786129613, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -4131.812267624439, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2457.973869522233, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2704.7301818432106, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -1727.8995664927018, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2300.1705174865306, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -3384.441823880038, ep_cost: 3, ep_len: 200
Simulated episode: ep_ret: -2769.726946134467, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2825.668872386261, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -3160.758589326027, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1603.0925538577555, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3171.0720650531525, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3696.3322459756123, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3044.6330679348353, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3156.65914263865, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -1943.3040109344674, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2848.911454515672, ep_cost: 20, ep_len: 200
Simulated episode: ep_ret: -1818.106238674206, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2805.409473597673, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1848.0659596810615, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3227.033843834078, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -1961.1187599343004, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2758.513849673343, ep_cost: 16, ep_len: 200
Simulated episode: ep_ret: -2751.605228595876, ep_cost: 20, ep_len: 200
Simulated episode: ep_ret: -2802.8058098169317, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -2963.9677517276336, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3520.403908581676, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2683.853782519311, ep_cost: 20, ep_len: 200
Simulated episode: ep_ret: -1600.401550785179, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2803.558651795149, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -3217.1065427433364, ep_cost: 20, ep_len: 200
Simulated episode: ep_ret: -2578.236070591924, ep_cost: 19, ep_len: 200
