max_len is 200
Real episode: ep_ret: -3333.1083846324473, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2767.0579872042526, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2577.461811177708, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4246.769003567346, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1694.3672526446164, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4501.289371973549, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3007.533954431183, ep_cost: 30, ep_len: 200
Real episode: ep_ret: -3285.12519579119, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2720.025365907322, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3211.692583557586, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2243.728874836589, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3075.2104925762483, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3774.367203195614, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3133.0614003803475, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4167.4731095826555, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3115.609488497501, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2844.718599610049, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3492.4228961607478, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2434.4725204313027, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3879.08483719162, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3202.0779479951334, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4008.2650038116208, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3335.2934323732234, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5356.458795642314, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3823.736967933268, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2385.167505201106, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2653.118172171956, ep_cost: 1, ep_len: 200
Real episode: ep_ret: -3095.3606135436526, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4318.383671258178, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3648.959115658791, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3246.6583075766084, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4835.203937295504, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3238.3103484633502, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3373.6511558638126, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3653.813406213037, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3752.010796081409, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2964.132378857522, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3915.516309415343, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2796.1230803683707, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2014.5442723792564, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2330.9985402097896, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2983.1587794329266, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3071.7743700002106, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3137.15215914584, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2751.7892519097263, ep_cost: 28, ep_len: 200
Real episode: ep_ret: -2489.55523303926, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2434.654323297365, ep_cost: 36, ep_len: 200
Real episode: ep_ret: -1631.046344330968, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3296.8143001419267, ep_cost: 38, ep_len: 200
Real episode: ep_ret: -3252.2522802880476, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2111.2121743218813, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2387.889160820242, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -5510.18986683859, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1857.4727665945322, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -6226.907413401852, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4325.177129303308, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3438.7596690746163, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2314.694718038207, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1802.8838543063446, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2313.141471267815, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1567.0505919237041, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3511.41917952231, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3356.8285952517554, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2768.8312051521725, ep_cost: 34, ep_len: 200
Simulated episode: ep_ret: -4614.508337849765, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4422.304627851572, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2637.6939581118672, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3098.9092674576514, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2452.0509036373805, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1540.0256862324904, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3924.728529864471, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4431.4714292609415, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3341.1074307596477, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2176.041328510548, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3941.384735193231, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3376.9785478537165, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4056.3750401275342, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3264.4620554809003, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3254.6449752299677, ep_cost: 6, ep_len: 200
Simulated episode: ep_ret: -2030.3575418033479, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2730.985055688885, ep_cost: 20, ep_len: 200
Simulated episode: ep_ret: -3315.1241880493126, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3450.561388043532, ep_cost: 0, ep_len: 200
