max_len is 200
Real episode: ep_ret: -2928.2510758552908, ep_cost: 22, ep_len: 200
Real episode: ep_ret: -2589.134721968685, ep_cost: 8, ep_len: 200
Real episode: ep_ret: -1518.6252140762576, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2266.7688678714717, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3027.6318810665857, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2087.4681497806573, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2082.5440705674205, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3206.1986201086015, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3859.086202916771, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2302.603789512179, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3276.8152479256987, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1773.3456624275161, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1882.755304711606, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1587.7800552615738, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1983.402139626424, ep_cost: 1, ep_len: 200
Real episode: ep_ret: -2822.7674190220473, ep_cost: 23, ep_len: 200
Real episode: ep_ret: -2099.9385109733244, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3064.827317548004, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2590.5051391294505, ep_cost: 27, ep_len: 200
Real episode: ep_ret: -1736.804579404695, ep_cost: 1, ep_len: 200
Real episode: ep_ret: -1691.6507569067383, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2599.2723799729365, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2945.5322548571094, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1973.4303247720993, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2836.532854667964, ep_cost: 33, ep_len: 200
Real episode: ep_ret: -3158.6966543558365, ep_cost: 25, ep_len: 200
Real episode: ep_ret: -1822.3829921398087, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2772.729532982662, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -3947.3833699225975, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -5079.015884058715, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1769.5264282312128, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2014.7520002510025, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2543.845362198405, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1792.818289885744, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1843.755191872342, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2618.664678793679, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2588.073794494704, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2036.9663357112097, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2618.2597214892508, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2605.0744174477213, ep_cost: 16, ep_len: 200
Real episode: ep_ret: -1907.5241794206127, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2299.2994463318764, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1807.950625953994, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -4702.885625510327, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2276.9378788947283, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2732.911301539415, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2088.4713480663927, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -2846.877736085082, ep_cost: 23, ep_len: 200
Real episode: ep_ret: -1679.1907266053026, ep_cost: 0, ep_len: 200
Real episode: ep_ret: -1920.2896292338044, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1810.6859607696665, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2466.7462016148997, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -2084.579519986345, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2098.7010115619455, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1771.1030165110283, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2321.0862055735265, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2143.3959742288425, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3076.6874477813053, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2166.5131096054874, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3481.0549149319204, ep_cost: 25, ep_len: 200
Simulated episode: ep_ret: -1583.8617091715948, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2557.1310997655087, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2108.2689897776404, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2297.101890710238, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3005.2637428124103, ep_cost: 26, ep_len: 200
Simulated episode: ep_ret: -2153.221090471769, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2251.7530073841376, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2123.5971362316227, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2579.1853224906763, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2215.3955259746017, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3488.54020219367, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2716.1787807035266, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2052.9909567058107, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1935.275960545951, ep_cost: 5, ep_len: 200
Simulated episode: ep_ret: -2944.4189359555144, ep_cost: 37, ep_len: 200
Simulated episode: ep_ret: -2420.3323306860407, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2186.8665679027185, ep_cost: 1, ep_len: 200
Simulated episode: ep_ret: -1940.8810484476428, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1452.0700287489994, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1915.4703681698081, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1696.2189576778885, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2206.9915885558653, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1620.9353670686685, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3897.433101681196, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2924.7551155975407, ep_cost: 28, ep_len: 200
Simulated episode: ep_ret: -1700.1684331740587, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1778.1406728724705, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3188.111490471461, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2437.502486290628, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2374.793847723963, ep_cost: 14, ep_len: 200
Simulated episode: ep_ret: -1593.2254797186054, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2040.4326555755435, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2153.9868706265725, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1950.104140397865, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2368.4597760814477, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1792.075596866068, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3567.819509751239, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1701.8531292417083, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2334.7486981218453, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3211.9309065901875, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1539.4935607142206, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2973.6419276346583, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3093.882829629709, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2281.675882290247, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2119.6680261979873, ep_cost: 16, ep_len: 200
Simulated episode: ep_ret: -2596.4749158389786, ep_cost: 24, ep_len: 200
Simulated episode: ep_ret: -3640.013513164831, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1876.6840441564202, ep_cost: 1, ep_len: 200
Simulated episode: ep_ret: -2389.646230158846, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3877.366181681209, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2085.8594863813873, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3585.857417594886, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3348.6895490460333, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2691.965064406705, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2892.3067310621846, ep_cost: 32, ep_len: 200
Simulated episode: ep_ret: -2675.55493296952, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2771.5980494720393, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2988.2111672057226, ep_cost: 25, ep_len: 200
Simulated episode: ep_ret: -2523.987720456767, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2009.6128154639155, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1593.6083807827904, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3567.4601010652427, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2430.960200928614, ep_cost: 16, ep_len: 200
Simulated episode: ep_ret: -2883.839466177114, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -2465.532982011278, ep_cost: 23, ep_len: 200
Simulated episode: ep_ret: -2182.7716915745746, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2201.8001970653127, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2852.3744159036573, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -1818.1141339524177, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3011.2477723667694, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2720.257099899226, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2713.2135594201345, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2724.358198431751, ep_cost: 25, ep_len: 200
Simulated episode: ep_ret: -2851.2183553523882, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1661.1749459889747, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1574.3554945578103, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2111.960370311211, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2752.5989996464823, ep_cost: 25, ep_len: 200
Simulated episode: ep_ret: -1578.204866713232, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2972.4859488111542, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2215.106507303459, ep_cost: 14, ep_len: 200
Simulated episode: ep_ret: -2271.9188303129868, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2544.278828587965, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -3086.87065295489, ep_cost: 29, ep_len: 200
Simulated episode: ep_ret: -2004.2048926506452, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2138.0320705248364, ep_cost: 3, ep_len: 200
Simulated episode: ep_ret: -3142.5044450139617, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1384.658252686849, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2040.65343769381, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2602.069211483834, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -1594.8470747369133, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3261.3769371563108, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2691.4505104958776, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2907.2438202394383, ep_cost: 19, ep_len: 200
Simulated episode: ep_ret: -2933.8603745161777, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2227.667761586992, ep_cost: 15, ep_len: 200
Simulated episode: ep_ret: -2006.3676638355455, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2755.6033110846383, ep_cost: 24, ep_len: 200
Simulated episode: ep_ret: -2481.2020564694435, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2659.2005648189934, ep_cost: 26, ep_len: 200
Simulated episode: ep_ret: -4598.747966135759, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1473.7412361120705, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1772.6820778533374, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1986.3467811376147, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1861.6363156530167, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2979.4374807557074, ep_cost: 31, ep_len: 200
Simulated episode: ep_ret: -3238.508554536948, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1813.1346539246822, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2622.2243261722356, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2540.216033304899, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1838.2589362476183, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3024.320739184046, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2011.674515282661, ep_cost: 3, ep_len: 200
Simulated episode: ep_ret: -1756.5788744607955, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2041.3364096416758, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3234.330749452811, ep_cost: 7, ep_len: 200
Simulated episode: ep_ret: -1753.346430492441, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1942.5062201029418, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2676.925398195876, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3876.812005867181, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2264.2776727496284, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2985.865997337518, ep_cost: 29, ep_len: 200
Simulated episode: ep_ret: -2346.1588210474397, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1871.421752336529, ep_cost: 7, ep_len: 200
Simulated episode: ep_ret: -1913.273084605892, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -4157.32897551123, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2362.53249550977, ep_cost: 16, ep_len: 200
Simulated episode: ep_ret: -2931.728529327497, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1783.1313356282178, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1731.4744948126117, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3392.48882795875, ep_cost: 43, ep_len: 200
Simulated episode: ep_ret: -5630.738197022844, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2106.1510905824452, ep_cost: 4, ep_len: 200
Simulated episode: ep_ret: -2730.715110115089, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -1748.419877924166, ep_cost: 9, ep_len: 200
Simulated episode: ep_ret: -2332.608565756677, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1603.061649319986, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2835.2506631943133, ep_cost: 31, ep_len: 200
Simulated episode: ep_ret: -2935.194638212067, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1752.0805858186668, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1709.9652417945554, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2729.0919697358518, ep_cost: 17, ep_len: 200
Simulated episode: ep_ret: -1664.5318215096913, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1520.98249237009, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2048.752519838628, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2411.1490177449946, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1416.7753430967161, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1854.9249202394774, ep_cost: 5, ep_len: 200
Simulated episode: ep_ret: -2105.5172065288602, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3273.656363743331, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1583.9163019331759, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2948.597963578018, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1764.261297397848, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2551.7840052529377, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3045.7736838708865, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1963.5361012440703, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1898.847007127472, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1616.6293221333651, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2524.910186929783, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -1703.9536851349442, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2089.0650123568003, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1945.4399880584547, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3036.8964265678783, ep_cost: 23, ep_len: 200
Simulated episode: ep_ret: -1912.3159926348665, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2451.1864244324256, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1482.4277337664378, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -5212.306610125881, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2145.0629810291216, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3314.240251504419, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2138.2145557005697, ep_cost: 8, ep_len: 200
Simulated episode: ep_ret: -2067.7131317005324, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1855.5189629247996, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3033.0907755275293, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1728.2824132281144, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2444.1622965571187, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1580.1206741986025, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2995.606640166164, ep_cost: 36, ep_len: 200
Simulated episode: ep_ret: -2310.9005377588646, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2953.8773306054304, ep_cost: 30, ep_len: 200
Simulated episode: ep_ret: -4099.532758119808, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2319.338043306866, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -3084.257470496295, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2764.3743989949103, ep_cost: 26, ep_len: 200
Simulated episode: ep_ret: -3388.6676767308913, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3037.16861145195, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1730.5944402889509, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1670.1878046217507, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1753.9957228803803, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1877.6710768352737, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1727.5479150069364, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2080.1448907703148, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2397.607107618214, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2505.7097124270567, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2296.205461053145, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2539.277159063598, ep_cost: 28, ep_len: 200
Simulated episode: ep_ret: -2345.1164058169074, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1811.994282675741, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1839.0502875401532, ep_cost: 4, ep_len: 200
Simulated episode: ep_ret: -2104.510159093611, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1565.3596928704635, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2246.968635294517, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1953.3785871754121, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2084.9992534342114, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1746.1811211244185, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1722.7772826920323, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2060.3411743445254, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1949.446519048589, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2673.65630465131, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -1890.9798704592995, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2150.8071203718832, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3057.3266122162636, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1756.0655145241767, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2552.9810916031174, ep_cost: 2, ep_len: 200
Simulated episode: ep_ret: -1958.046341778622, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1783.69809879054, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2023.5537222074079, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1493.6466857551195, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1719.6544094813557, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2343.2401951849733, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1588.52776274795, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2261.1206753482484, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2143.013004078826, ep_cost: 7, ep_len: 200
Simulated episode: ep_ret: -3109.3152945594443, ep_cost: 32, ep_len: 200
Simulated episode: ep_ret: -2254.3663765600027, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1691.2609117126228, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2947.9203502096752, ep_cost: 27, ep_len: 200
Simulated episode: ep_ret: -2557.0672258483464, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2853.425038314993, ep_cost: 24, ep_len: 200
Simulated episode: ep_ret: -1830.3995453804762, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3376.150090758333, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2375.363047274381, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1443.7392485815265, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1905.6356220798777, ep_cost: 7, ep_len: 200
Simulated episode: ep_ret: -2253.790886315396, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3969.300130809488, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2231.0558062473256, ep_cost: 10, ep_len: 200
Simulated episode: ep_ret: -1711.6741607774093, ep_cost: 1, ep_len: 200
Simulated episode: ep_ret: -3563.9782860234213, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1923.3435395601464, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2645.6130391859497, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1682.7912969128363, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3677.972760606525, ep_cost: 17, ep_len: 200
Simulated episode: ep_ret: -3150.0462211364716, ep_cost: 29, ep_len: 200
Simulated episode: ep_ret: -2805.0380278765415, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2764.1302893160982, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -3088.648294246584, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1435.0106895855754, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2869.811437578673, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1904.5255691618818, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2062.198427476304, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1578.6468027903104, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2262.6419725188366, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2469.7112549549065, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1575.1945335997707, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1848.7024233112006, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1901.7465620781381, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1983.4268945225285, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1588.6584065878856, ep_cost: 6, ep_len: 200
Simulated episode: ep_ret: -1968.3110687518538, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2198.4179829039467, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1632.3572018502116, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2850.7814395862224, ep_cost: 26, ep_len: 200
Simulated episode: ep_ret: -2218.3408885421786, ep_cost: 21, ep_len: 200
Simulated episode: ep_ret: -2147.1510838365607, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2579.94826590455, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2143.9204219213593, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -1516.5342264638712, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2394.036904418608, ep_cost: 0, ep_len: 200
Simulated episode: ep_ret: -2231.43008296651, ep_cost: 0, ep_len: 200
